Date,Open,High,Low,Close
9-March-2015,11532.58,11533.54,11346.12,11361.16,
10-March-2015,11390.38,11414.63,11276.92,11319.91,
11-March-2015,11333.62,11359.21,11275.98,11294.42,
12-March-2015,11347.03,11423.31,11346.24,11410.47,
13-March-2015,11478.89,11493.57,11226.87,11246.40,
16-March-2015,11263.86,11275.67,11196.24,11219.18,
17-March-2015,11272.57,11356.98,11231.18,11333.53,
18-March-2015,11350.40,11371.49,11290.77,11314.16,
19-March-2015,11377.52,11445.65,11229.18,11248.12,
20-March-2015,11252.30,11257.20,11124.22,11140.31,
23-March-2015,11162.66,11185.85,11076.72,11086.38,
24-March-2015,11094.29,11155.68,11061.12,11072.07,
25-March-2015,11091.29,11106.07,11026.57,11046.55,
26-March-2015,11000.39,11011.41,10832.45,10853.50,
27-March-2015,10907.19,10922.42,10733.92,10843.47,
30-March-2015,10903.44,11053.57,10902.89,11039.69,
31-March-2015,11081.58,11122.33,11007.80,11048.75,
1-April-2015,11048.98,11197.32,11034.38,11183.83,
6-April-2015,11216.63,11295.05,11185.29,11288.05,
7-April-2015,11318.35,11337.48,11228.06,11322.51,
8-April-2015,11355.68,11420.47,11355.63,11397.05,
9-April-2015,11452.86,11464.36,11361.73,11457.89,
10-April-2015,11468.23,11489.22,11436.31,11475.18,
13-April-2015,11503.13,11548.07,11482.89,11537.93,
15-April-2015,11558.74,11567.60,11418.40,11449.28,
16-April-2015,11476.03,11476.03,11304.98,11374.56,
17-April-2015,11384.60,11387.39,11225.52,11239.35,
20-April-2015,11267.64,11274.09,10985.41,11026.30,
21-April-2015,11017.43,11056.38,10920.75,10949.97,
22-April-2015,10980.54,11013.12,10832.58,10995.60,
23-April-2015,11030.04,11094.07,10932.18,10966.12,
24-April-2015,10982.31,10989.83,10777.88,10812.99,
27-April-2015,10851.87,10853.81,10634.15,10652.28,
28-April-2015,10657.79,10786.65,10613.36,10762.67,
29-April-2015,10779.07,10810.01,10708.82,10743.47,
30-April-2015,10747.99,10748.31,10642.47,10696.83,
4-May-2015,10763.48,10904.57,10755.44,10889.44,
5-May-2015,10913.81,10937.68,10850.90,10899.01,
6-May-2015,10906.56,10910.05,10570.95,10585.05,
7-May-2015,10587.13,10603.72,10411.97,10484.44,
8-May-2015,10561.30,10699.71,10561.24,10663.02,
11-May-2015,10712.77,10840.98,10712.10,10831.92,
12-May-2015,10836.24,10836.24,10585.91,10598.65,
13-May-2015,10648.65,10764.13,10579.25,10743.31,
14-May-2015,10753.34,10780.49,10645.01,10770.05,
15-May-2015,10783.25,10846.05,10775.09,10815.59,
18-May-2015,10847.59,10956.99,10841.52,10946.96,
19-May-2015,10943.33,11022.59,10916.39,10946.73,
20-May-2015,10982.55,11039.31,10981.79,11001.29,
21-May-2015,11015.19,11029.74,10950.73,10991.56,
22-May-2015,11002.42,11072.84,11000.52,11030.10,
25-May-2015,11014.38,11026.10,10944.90,10952.97,
26-May-2015,10953.90,10967.98,10894.06,10917.57,
27-May-2015,10876.84,10919.49,10844.35,10910.13,
28-May-2015,10928.57,10947.42,10822.34,10881.02,
29-May-2015,10894.57,11033.03,10878.00,11023.76,
1-June-2015,11003.38,11054.86,10992.11,11010.14,
2-June-2015,11026.25,11031.61,10756.68,10767.95,
3-June-2015,10784.68,10795.50,10523.11,10611.33,
4-June-2015,10643.18,10647.27,10519.32,10613.01,
5-June-2015,10612.27,10687.69,10578.36,10604.43,
8-June-2015,10620.74,10622.69,10469.30,10487.09,
9-June-2015,10481.19,10511.72,10436.13,10463.36,
10-June-2015,10480.68,10620.68,10475.43,10588.08,
11-June-2015,10631.89,10647.60,10392.12,10399.76,
12-June-2015,10385.50,10423.97,10354.81,10409.55,
15-June-2015,10431.07,10499.93,10381.72,10447.34,
16-June-2015,10449.38,10498.93,10372.02,10484.63,
17-June-2015,10522.03,10616.49,10504.70,10566.16,
18-June-2015,10591.58,10684.84,10589.98,10669.66,
19-June-2015,10701.03,10765.87,10699.81,10739.35,
22-June-2015,10773.20,10909.61,10773.08,10897.09,
23-June-2015,10913.94,10967.32,10882.36,10933.84,
24-June-2015,10949.11,10976.74,10862.55,10888.86,
25-June-2015,10873.42,10958.10,10863.24,10940.28,
26-June-2015,10936.32,10949.49,10866.37,10921.29,
29-June-2015,10792.05,10831.08,10675.33,10821.71,
30-June-2015,10819.57,10911.63,10814.46,10903.53,
1-July-2015,10920.36,11048.92,10920.26,11020.74,
2-July-2015,11057.40,11085.32,11023.44,11035.32,
3-July-2015,11045.96,11110.71,11031.62,11069.14,
6-July-2015,10990.80,11141.57,10952.08,11133.39,
7-July-2015,11148.22,11196.41,11103.82,11144.72,
8-July-2015,11090.95,11097.94,10936.25,10970.16,
9-July-2015,10976.70,11023.49,10916.68,10927.85,
10-July-2015,10970.46,10998.10,10912.86,10959.29,
13-July-2015,10988.21,11098.98,10969.63,11088.66,
14-July-2015,11107.48,11130.29,11070.71,11091.15,
15-July-2015,11118.27,11181.11,11113.68,11165.91,
16-July-2015,11193.37,11283.84,11192.61,11274.17,
17-July-2015,11292.50,11327.42,11267.46,11292.97,
20-July-2015,11316.98,11318.19,11254.04,11299.64,
21-July-2015,11291.58,11328.79,11156.88,11172.44,
22-July-2015,11168.22,11303.88,11145.63,11296.73,
23-July-2015,11315.77,11340.45,11251.61,11269.09,
24-July-2015,11276.28,11279.23,11171.66,11182.00,
27-July-2015,11181.53,11181.53,10992.06,11000.06,
28-July-2015,11027.72,11044.72,10956.12,10965.28,
29-July-2015,10996.03,11029.98,10984.04,11024.61,
30-July-2015,11062.46,11141.64,11054.19,11098.12,
31-July-2015,11127.62,11251.28,11127.61,11233.42,
3-August-2015,11238.20,11304.39,11231.38,11269.46,
4-August-2015,11289.87,11316.11,11193.30,11286.15,
5-August-2015,11319.71,11402.97,11319.61,11362.72,
6-August-2015,11388.10,11410.21,11343.06,11386.34,
7-August-2015,11397.49,11410.07,11345.35,11358.74,
10-August-2015,11374.78,11438.18,11283.80,11311.96,
11-August-2015,11345.97,11349.58,11189.94,11218.63,
12-August-2015,11217.53,11217.94,11024.09,11034.29,
13-August-2015,11075.13,11154.95,11000.70,11022.58,
14-August-2015,11066.47,11247.05,11061.73,11236.11,
17-August-2015,11251.89,11259.18,11133.36,11207.30,
18-August-2015,11236.09,11288.98,11176.28,11220.07,
19-August-2015,11233.13,11292.25,11179.86,11248.58,
20-August-2015,11262.24,11266.71,11073.73,11082.89,
21-August-2015,11011.44,11012.74,10882.37,10991.16,
24-August-2015,10742.57,10742.57,10221.71,10257.84,
25-August-2015,10304.24,10430.90,10031.72,10386.83,
26-August-2015,10397.77,10459.01,10246.68,10292.53,
27-August-2015,10436.15,10537.79,10402.23,10522.41,
28-August-2015,10621.17,10698.12,10521.94,10569.62,
31-August-2015,10593.03,10628.80,10506.71,10536.38,
1-September-2015,10480.25,10491.54,10248.19,10302.72,
2-September-2015,10366.28,10387.47,10214.05,10232.99,
3-September-2015,10287.39,10394.85,10286.55,10365.30,
4-September-2015,10367.57,10368.30,10097.70,10143.89,
7-September-2015,10172.94,10205.17,9977.77,9990.31,
8-September-2015,10014.27,10167.62,9931.88,10126.13,
9-September-2015,10245.55,10339.26,10239.66,10299.42,
10-September-2015,10220.98,10312.30,10114.21,10277.74,
11-September-2015,10330.04,10377.51,10250.11,10281.36,
14-September-2015,10312.60,10406.20,10277.97,10395.72,
15-September-2015,10414.56,10424.43,10310.11,10331.94,
16-September-2015,10389.03,10411.03,10348.21,10381.76,
18-September-2015,10437.74,10577.34,10437.74,10490.92,
21-September-2015,10461.52,10522.25,10412.05,10508.13,
22-September-2015,10540.04,10573.87,10287.19,10314.31,
23-September-2015,10263.16,10398.41,10205.98,10364.89,
24-September-2015,10366.18,10422.18,10324.66,10390.73,
28-September-2015,10413.70,10427.12,10307.44,10314.88,
29-September-2015,10271.04,10442.12,10171.80,10354.79,
30-September-2015,10418.36,10505.91,10409.59,10498.27,
1-October-2015,10551.05,10581.11,10495.71,10513.83,
5-October-2015,10566.69,10734.89,10565.79,10723.96,
6-October-2015,10784.45,10796.22,10713.25,10773.18,
7-October-2015,10787.62,10821.00,10760.65,10802.85,
8-October-2015,10828.72,10830.17,10710.69,10739.65,
9-October-2015,10785.62,10858.44,10740.62,10789.44,
12-October-2015,10834.30,10859.07,10729.81,10751.99,
13-October-2015,10748.60,10768.65,10689.10,10741.08,
14-October-2015,10723.78,10766.12,10711.95,10722.73,
15-October-2015,10745.97,10817.45,10744.88,10804.62,
16-October-2015,10826.60,10874.33,10774.19,10865.39,
19-October-2015,10890.97,10924.79,10875.98,10918.52,
20-October-2015,10936.05,10964.06,10880.59,10919.76,
21-October-2015,10923.60,10963.53,10859.95,10900.05,
23-October-2015,10960.67,10994.76,10916.41,10928.03,
26-October-2015,10958.22,10972.06,10868.81,10878.35,
27-October-2015,10862.72,10870.07,10840.91,10859.04,
28-October-2015,10828.60,10849.79,10750.14,10794.93,
29-October-2015,10806.58,10810.82,10716.73,10727.89,
30-October-2015,10741.94,10775.87,10646.29,10671.58,
2-November-2015,10674.82,10681.25,10583.77,10654.82,
3-November-2015,10694.67,10726.00,10647.66,10675.86,
4-November-2015,10718.61,10747.69,10644.74,10658.12,
5-November-2015,10659.34,10659.34,10519.29,10535.37,
6-November-2015,10534.21,10583.71,10482.40,10510.58,
9-November-2015,10360.99,10526.18,10288.35,10498.78,
10-November-2015,10489.21,10489.21,10327.23,10339.49,
11-November-2015,10418.41,10428.98,10409.13,10418.07,
13-November-2015,10373.77,10373.77,10283.74,10321.20,
16-November-2015,10314.60,10398.20,10264.44,10363.57,
17-November-2015,10405.07,10430.93,10357.31,10407.41,
18-November-2015,10405.46,10432.25,10283.57,10295.41,
19-November-2015,10344.90,10447.11,10344.86,10434.25,
20-November-2015,10439.83,10522.96,10426.98,10464.00,
23-November-2015,10494.64,10511.50,10446.71,10469.75,
24-November-2015,10465.17,10502.10,10443.99,10459.54,
26-November-2015,10462.78,10530.80,10462.78,10516.86,
27-November-2015,10535.71,10590.88,10517.35,10573.65,
30-November-2015,10583.16,10611.31,10570.56,10580.88,
1-December-2015,10602.87,10632.82,10590.57,10611.64,
2-December-2015,10634.73,10646.36,10566.84,10595.76,
3-December-2015,10597.42,10597.42,10504.29,10516.57,
4-December-2015,10492.43,10492.43,10412.49,10418.90,
7-December-2015,10456.41,10479.38,10389.89,10406.15,
8-December-2015,10393.25,10417.75,10288.16,10306.51,
9-December-2015,10305.64,10306.27,10154.75,10162.83,
10-December-2015,10195.06,10264.21,10156.63,10255.39,
11-December-2015,10270.51,10280.47,10121.63,10161.21,
14-December-2015,10132.11,10230.07,10110.55,10212.44,
15-December-2015,10228.35,10281.44,10196.99,10274.89,
16-December-2015,10306.60,10378.28,10305.27,10333.52,
17-December-2015,10370.75,10477.86,10342.73,10469.47,
18-December-2015,10459.31,10474.67,10382.83,10396.61,
21-December-2015,10377.78,10484.36,10375.03,10476.69,
22-December-2015,10481.52,10510.53,10409.57,10431.51,
23-December-2015,10461.66,10525.91,10461.01,10516.26,
24-December-2015,10535.30,10547.86,10498.18,10527.28,
28-December-2015,10540.76,10602.38,10540.25,10587.03,
29-December-2015,10602.66,10625.01,10573.89,10603.01,
30-December-2015,10619.19,10627.28,10568.29,10575.91,
31-December-2015,10589.65,10640.38,10580.84,10634.22,
1-January-2016,10633.25,10691.89,10610.80,10680.48,
4-January-2016,10672.75,10679.72,10474.77,10491.53,
5-January-2016,10526.51,10545.92,10464.69,10506.40,
6-January-2016,10522.92,10539.77,10431.75,10451.93,
7-January-2016,10389.34,10389.34,10183.96,10195.66,
8-January-2016,10235.73,10304.86,10232.38,10266.94,
11-January-2016,10216.62,10267.38,10121.99,10210.27,
12-January-2016,10226.17,10241.37,10111.45,10133.50,
13-January-2016,10176.07,10230.01,9949.86,10142.07,
14-January-2016,10056.78,10175.63,9971.15,10082.75,
15-January-2016,10119.18,10130.90,9890.41,9898.08,
18-January-2016,9883.50,9916.18,9703.19,9718.10,
19-January-2016,9747.01,9866.75,9722.37,9838.73,
20-January-2016,9782.65,9782.65,9567.77,9663.85,
21-January-2016,9713.50,9799.18,9592.67,9634.83,
22-January-2016,9687.59,9836.76,9687.58,9826.13,
25-January-2016,9872.65,9924.18,9844.65,9854.65,
27-January-2016,9900.65,9915.69,9838.66,9867.50,
28-January-2016,9869.49,9900.34,9844.65,9855.03,
29-January-2016,9831.05,10027.93,9829.30,10014.03,
1-February-2016,10061.42,10077.14,10004.81,10020.70,
2-February-2016,10033.84,10056.88,9856.71,9885.58,
3-February-2016,9821.71,9821.71,9729.81,9741.68,
4-February-2016,9801.71,9855.34,9719.29,9771.22,
5-February-2016,9786.18,9922.70,9778.84,9904.23,
8-February-2016,9919.17,9959.02,9784.78,9810.41,
9-February-2016,9746.26,9746.26,9660.94,9678.93,
10-February-2016,9661.82,9661.82,9511.51,9564.38,
11-February-2016,9559.94,9560.00,9211.57,9228.94,
12-February-2016,9264.83,9283.17,9033.07,9215.17,
15-February-2016,9309.14,9501.17,9307.73,9472.97,
16-February-2016,9519.67,9524.75,9292.81,9301.73,
17-February-2016,9312.14,9385.16,9163.24,9365.01,
18-February-2016,9426.35,9506.58,9379.08,9457.66,
19-February-2016,9454.48,9494.12,9410.43,9476.53,
22-February-2016,9509.28,9536.76,9482.10,9517.77,
23-February-2016,9540.48,9540.56,9354.95,9370.97,
24-February-2016,9351.41,9352.52,9247.94,9258.04,
25-February-2016,9268.14,9273.03,9178.81,9187.97,
26-February-2016,9247.60,9285.35,9189.30,9239.56,
29-February-2016,9266.59,9318.91,9011.98,9206.02,
1-March-2016,9243.88,9512.00,9239.71,9499.91,
2-March-2016,9589.66,9707.90,9589.66,9685.99,
3-March-2016,9737.23,9821.80,9725.99,9811.57,
4-March-2016,9839.75,9867.40,9786.00,9851.02,
8-March-2016,9857.67,9914.03,9802.06,9856.11,
9-March-2016,9821.12,9914.95,9778.59,9906.77,
10-March-2016,9924.62,9929.17,9814.82,9854.27,
11-March-2016,9854.19,9926.86,9823.38,9876.11,
14-March-2016,9911.48,9969.63,9884.59,9911.06,
15-March-2016,9922.68,9925.81,9813.30,9826.31,
16-March-2016,9826.34,9854.19,9734.07,9847.12,
17-March-2016,9905.81,9956.47,9834.56,9868.01,
18-March-2016,9888.99,9982.02,9869.72,9973.19,
21-March-2016,9996.26,10118.21,9992.38,10108.15,
22-March-2016,10128.86,10146.06,10043.22,10131.23,
23-March-2016,10132.86,10148.06,10086.90,10138.16,
28-March-2016,10160.21,10165.08,9972.26,9998.79,
29-March-2016,10002.10,10037.83,9948.57,9979.78,
30-March-2016,10038.13,10163.36,10038.13,10158.03,
31-March-2016,10171.06,10211.26,10137.41,10185.12,
1-April-2016,10181.87,10208.54,10127.82,10179.64,
4-April-2016,10206.57,10237.62,10172.52,10232.62,
5-April-2016,10226.90,10226.90,10030.62,10044.97,
6-April-2016,10074.31,10086.77,10035.54,10075.66,
7-April-2016,10107.65,10110.60,9989.36,10002.64,
8-April-2016,9999.03,10038.90,9980.36,10028.48,
11-April-2016,10059.84,10162.54,9993.33,10155.41,
12-April-2016,10168.93,10232.16,10160.18,10220.01,
13-April-2016,10289.52,10405.20,10289.12,10382.73,
18-April-2016,10437.21,10480.20,10377.34,10473.90,
20-April-2016,10514.00,10539.82,10449.64,10492.03,
21-April-2016,10531.51,10574.96,10448.04,10476.08,
22-April-2016,10478.37,10499.89,10441.77,10468.76,
25-April-2016,10486.94,10487.06,10383.02,10414.28,
26-April-2016,10396.34,10548.50,10380.53,10536.05,
27-April-2016,10530.57,10575.85,10513.53,10557.75,
28-April-2016,10560.11,10578.96,10390.62,10403.92,
29-April-2016,10405.57,10456.75,10322.72,10406.12,
2-May-2016,10399.94,10409.66,10343.60,10392.66,
3-May-2016,10416.15,10496.20,10308.32,10322.06,
4-May-2016,10313.87,10316.17,10228.17,10241.78,
5-May-2016,10268.33,10320.95,10236.65,10271.52,
6-May-2016,10264.82,10284.30,10206.43,10271.89,
9-May-2016,10302.41,10437.15,10300.11,10428.65,
10-May-2016,10431.24,10464.08,10403.28,10450.07,
11-May-2016,10375.87,10464.74,10320.11,10409.63,
12-May-2016,10439.45,10498.77,10430.57,10489.92,
13-May-2016,10479.30,10484.97,10376.69,10399.54,
16-May-2016,10411.50,10460.36,10351.39,10446.60,
17-May-2016,10481.85,10535.12,10465.44,10478.28,
18-May-2016,10452.15,10474.20,10396.34,10462.84,
19-May-2016,10467.44,10468.76,10326.78,10342.49,
20-May-2016,10354.91,10384.37,10276.14,10292.45,
23-May-2016,10333.79,10358.80,10260.01,10267.57,
24-May-2016,10277.31,10282.20,10227.56,10270.35,
25-May-2016,10319.32,10476.52,10319.07,10470.12,
26-May-2016,10504.53,10634.35,10488.16,10622.62,
27-May-2016,10641.21,10749.68,10640.43,10739.61,
30-May-2016,10763.30,10805.65,10739.60,10777.35,
31-May-2016,10811.16,10816.18,10723.17,10761.49,
1-June-2016,10773.55,10831.61,10763.39,10771.38,
2-June-2016,10767.52,10835.93,10742.64,10822.35,
3-June-2016,10853.71,10886.07,10803.86,10817.38,
6-June-2016,10836.95,10839.79,10779.94,10800.88,
7-June-2016,10821.86,10911.59,10821.49,10878.74,
8-June-2016,10899.25,10920.21,10880.96,10909.15,
9-June-2016,10911.41,10918.30,10819.48,10843.20,
10-June-2016,10838.86,10920.28,10796.10,10801.59,
13-June-2016,10747.67,10747.79,10665.40,10728.70,
14-June-2016,10756.96,10759.46,10692.87,10738.95,
15-June-2016,10771.34,10858.62,10767.47,10847.35,
16-June-2016,10840.95,10840.95,10698.09,10776.21,
17-June-2016,10817.53,10853.45,10768.61,10805.87,
20-June-2016,10761.94,10895.80,10736.78,10889.34,
21-June-2016,10906.12,10910.51,10863.94,10879.70,
22-June-2016,10880.45,10912.09,10809.98,10852.43,
23-June-2016,10851.10,10936.55,10829.17,10915.89,
24-June-2016,10692.34,10717.54,10479.26,10707.39,
27-June-2016,10699.00,10786.14,10683.85,10758.54,
28-June-2016,10767.93,10834.03,10759.98,10812.63,
29-June-2016,10850.08,10926.99,10848.53,10914.32,
30-June-2016,10968.64,11045.33,10966.44,11029.45,
1-July-2016,11052.77,11132.10,11052.72,11106.31,
4-July-2016,11157.56,11210.46,11154.25,11172.62,
5-July-2016,11190.99,11196.66,11120.22,11140.28,
7-July-2016,11158.07,11178.05,11123.82,11140.36,
8-July-2016,11170.83,11172.26,11079.52,11122.45,
11-July-2016,11197.13,11304.04,11196.71,11297.82,
12-July-2016,11319.65,11364.92,11307.65,11356.51,
13-July-2016,11388.27,11396.74,11314.44,11331.39,
14-July-2016,11343.84,11402.93,11325.09,11397.40,
15-July-2016,11414.50,11448.53,11346.23,11361.58,
18-July-2016,11393.52,11429.11,11301.92,11316.80,
19-July-2016,11330.24,11348.50,11272.27,11334.01,
20-July-2016,11336.03,11416.96,11333.34,11410.93,
21-July-2016,11441.04,11447.88,11347.10,11353.30,
22-July-2016,11361.43,11426.87,11337.23,11420.35,
25-July-2016,11421.84,11542.66,11415.63,11538.83,
26-July-2016,11555.73,11573.88,11472.46,11490.05,
27-July-2016,11499.64,11587.01,11474.01,11532.63,
28-July-2016,11566.62,11609.33,11555.55,11598.10,
29-July-2016,11613.89,11633.37,11577.71,11585.96,
1-August-2016,11614.75,11690.38,11524.09,11591.48,
2-August-2016,11613.00,11661.16,11546.49,11552.00,
3-August-2016,11572.02,11573.09,11411.65,11431.44,
4-August-2016,11507.01,11514.60,11404.92,11453.45,
5-August-2016,11493.13,11637.67,11490.18,11627.71,
8-August-2016,11669.72,11703.80,11657.79,11690.43,
9-August-2016,11720.23,11720.23,11596.83,11641.07,
10-August-2016,11657.87,11661.20,11484.28,11497.06,
11-August-2016,11508.20,11533.00,11440.36,11513.37,
12-August-2016,11529.65,11622.13,11527.01,11598.51,
16-August-2016,11618.78,11632.48,11537.26,11590.99,
17-August-2016,11595.30,11643.96,11569.35,11596.86,
18-August-2016,11623.50,11687.33,11623.27,11670.00,
19-August-2016,11692.97,11710.32,11656.58,11681.18,
22-August-2016,11693.15,11714.82,11618.91,11633.64,
23-August-2016,11639.94,11647.45,11567.97,11625.18,
24-August-2016,11649.17,11684.12,11635.74,11671.30,
25-August-2016,11693.55,11719.08,11596.79,11608.35,
26-August-2016,11628.04,11655.19,11565.24,11591.88,
29-August-2016,11609.97,11638.96,11550.13,11626.39,
30-August-2016,11664.15,11817.82,11663.73,11788.84,
31-August-2016,11807.91,11880.02,11807.11,11834.89,
1-September-2016,11840.57,11872.42,11782.23,11805.03,
2-September-2016,11828.96,11869.17,11810.53,11851.03,
6-September-2016,11888.23,12036.61,11888.05,12026.98,
7-September-2016,12055.69,12072.58,12010.40,12020.89,
8-September-2016,12026.71,12083.11,12004.66,12074.35,
9-September-2016,12078.62,12078.73,11961.37,11972.58,
12-September-2016,11851.94,11851.95,11715.79,11729.44,
14-September-2016,11741.12,11795.69,11717.20,11788.52,
15-September-2016,11800.56,11819.86,11758.36,11791.15,
16-September-2016,11832.23,11941.71,11801.93,11840.67,
19-September-2016,11857.63,11899.81,11838.30,11874.04,
20-September-2016,11894.22,11896.33,11822.45,11839.44,
21-September-2016,11850.88,11910.43,11826.01,11840.40,
22-September-2016,11935.20,11991.19,11922.73,11970.49,
23-September-2016,11987.50,12005.76,11935.45,11947.61,
26-September-2016,11935.72,11935.72,11823.47,11833.11,
27-September-2016,11858.18,11892.22,11797.29,11816.90,
28-September-2016,11818.23,11909.08,11817.91,11886.38,
29-September-2016,11933.70,11965.41,11552.51,11603.12,
30-September-2016,11601.37,11722.65,11568.68,11700.65,
3-October-2016,11750.62,11920.85,11747.61,11915.57,
4-October-2016,11956.38,11980.33,11918.32,11968.00,
5-October-2016,12006.92,12023.02,11934.49,11965.62,
6-October-2016,11993.12,12032.26,11882.51,11923.07,
7-October-2016,11936.37,11957.73,11862.89,11907.81,
10-October-2016,11937.26,11969.03,11910.75,11915.63,
13-October-2016,11909.85,11909.85,11673.27,11735.00,
14-October-2016,11761.06,11791.76,11721.59,11774.60,
17-October-2016,11811.09,11817.66,11668.62,11684.16,
18-October-2016,11727.72,11888.09,11726.97,11884.20,
19-October-2016,11910.09,11916.72,11848.91,11879.62,
20-October-2016,11903.55,11971.67,11903.55,11927.43,
21-October-2016,11945.98,11945.98,11880.57,11929.72,
24-October-2016,11956.96,11987.24,11928.58,11952.74,
25-October-2016,11951.56,11961.93,11891.31,11931.44,
26-October-2016,11922.80,11922.80,11805.50,11833.43,
27-October-2016,11821.15,11828.34,11723.32,11795.86,
28-October-2016,11826.24,11871.28,11778.91,11853.37,
30-October-2016,11909.30,11921.71,11866.12,11878.89,
1-November-2016,11896.11,11926.95,11854.95,11862.94,
2-November-2016,11795.04,11795.16,11681.00,11691.60,
3-November-2016,11692.65,11739.60,11603.62,11617.59,
4-November-2016,11629.01,11635.01,11461.39,11504.86,
7-November-2016,11602.15,11653.86,11572.66,11595.48,
8-November-2016,11627.28,11665.28,11569.70,11645.65,
9-November-2016,11109.07,11508.21,10820.28,11462.20,
10-November-2016,11599.28,11713.38,11593.22,11613.31,
11-November-2016,11545.77,11545.81,11249.02,11270.49,
15-November-2016,11286.42,11286.52,10917.15,10934.43,
16-November-2016,11012.88,11087.94,10907.17,10946.59,
17-November-2016,10958.80,11013.40,10885.67,10917.59,
18-November-2016,10937.93,10978.19,10871.42,10920.98,
21-November-2016,10955.93,10959.73,10675.77,10691.03,
22-November-2016,10747.78,10825.41,10696.14,10805.10,
23-November-2016,10859.52,10893.01,10782.49,10879.02,
24-November-2016,10873.53,10875.90,10788.50,10821.11,
25-November-2016,10858.46,11016.01,10836.53,11005.09,
28-November-2016,11002.53,11071.97,10963.72,11042.10,
29-November-2016,11067.47,11148.20,11057.48,11076.11,
30-November-2016,11108.67,11203.12,11091.02,11195.09,
1-December-2016,11232.89,11237.64,11124.73,11130.68,
2-December-2016,11095.37,11095.37,10972.55,10989.25,
5-December-2016,11002.40,11060.87,10964.51,11047.74,
6-December-2016,11072.65,11121.04,11063.91,11074.58,
7-December-2016,11098.17,11132.45,10992.22,11026.88,
8-December-2016,11077.97,11214.49,11077.30,11205.17,
9-December-2016,11239.13,11249.60,11207.21,11227.73,
12-December-2016,11224.47,11224.48,11088.73,11108.97,
13-December-2016,11133.83,11149.84,11088.70,11141.36,
14-December-2016,11147.64,11153.69,11068.12,11080.37,
15-December-2016,11045.06,11147.94,11002.38,11056.28,
16-December-2016,11067.19,11081.51,11020.55,11031.97,
19-December-2016,11042.96,11042.96,10972.83,10982.89,
20-December-2016,10988.97,11008.97,10903.06,10922.72,
21-December-2016,10945.97,10964.41,10897.74,10907.80,
22-December-2016,10901.80,10907.26,10767.09,10782.56,
23-December-2016,10774.00,10834.65,10725.46,10781.37,
26-December-2016,10772.57,10775.15,10628.84,10633.98,
27-December-2016,10636.57,10815.64,10617.28,10801.71,
28-December-2016,10824.25,10916.10,10820.02,10829.73,
29-December-2016,10882.52,10940.41,10818.34,10931.52,
30-December-2016,10964.29,11056.68,10953.13,11036.44,
2-January-2017,11071.08,11091.39,11005.66,11072.57,
3-January-2017,11086.65,11145.85,11055.02,11119.59,
4-January-2017,11133.86,11163.65,11110.58,11119.08,
5-January-2017,11161.42,11247.96,11161.42,11236.35,
6-January-2017,11263.90,11293.46,11185.21,11199.51,
9-January-2017,11227.17,11231.32,11193.78,11203.16,
10-January-2017,11235.97,11279.15,11235.91,11274.73,
11-January-2017,11306.83,11413.69,11306.83,11402.48,
12-January-2017,11418.89,11454.18,11398.46,11429.21,
13-January-2017,11470.91,11493.35,11389.97,11423.49,
16-January-2017,11430.27,11470.02,11400.97,11456.66,
17-January-2017,11477.07,11504.20,11427.70,11448.45,
18-January-2017,11463.15,11540.70,11462.53,11490.75,
19-January-2017,11495.34,11532.27,11483.11,11518.80,
20-January-2017,11500.59,11514.38,11379.81,11388.54,
23-January-2017,11382.51,11465.11,11372.96,11449.08,
24-January-2017,11471.92,11572.27,11468.52,11564.65,
25-January-2017,11596.85,11724.65,11596.80,11716.17,
27-January-2017,11737.43,11825.55,11736.83,11783.09,
30-January-2017,11781.32,11811.72,11750.04,11773.74,
31-January-2017,11788.18,11788.30,11649.01,11659.94,
1-February-2017,11673.70,11879.85,11643.62,11873.72,
2-February-2017,11893.33,11949.30,11856.19,11924.46,
3-February-2017,11947.69,11978.43,11921.46,11959.40,
6-February-2017,12006.22,12073.11,12006.02,12051.26,
7-February-2017,12065.96,12076.24,11974.23,12014.51,
8-February-2017,12037.55,12059.64,11954.61,12032.03,
9-February-2017,12055.89,12105.44,11977.98,12049.23,
10-February-2017,12076.11,12099.43,12034.52,12053.91,
13-February-2017,12092.32,12098.54,11985.08,12048.60,
14-February-2017,12067.41,12067.49,11999.68,12017.95,
15-February-2017,12003.85,12029.63,11885.39,11898.00,
16-February-2017,11918.06,12011.98,11887.69,12006.41,
17-February-2017,12107.76,12127.42,12039.52,12068.00,
